title,url,watchnum,dm,uptime,upname
0518  陕北民俗展览馆（大学课程设计）,//www.bilibili.com/video/BV1H4411E7as?from=search,569,2,2019/5/19,一只呆狗啊
【香港】咏春之梁启健：2014年(大学课程)-03,//www.bilibili.com/video/BV1S441177uM?from=search,27,0,2019/5/18,广州武术_巭
【香港】咏春之梁启健：2014年(大学课程)-02,//www.bilibili.com/video/BV1S441177g8?from=search,37,0,2019/5/18,广州武术_巭
【香港】咏春之梁启健：2014年(大学课程)-01,//www.bilibili.com/video/BV1S441177gS?from=search,31,0,2019/5/18,广州武术_巭
大学课程:现代汉语5月17日 上,//www.bilibili.com/video/BV1n4411775q?from=search,162,0,2019/5/17,何如天性凉薄
大学课程 第四讲   古印度人学思想中西方哲学思想,//www.bilibili.com/video/BV1S4411J7PJ?from=search,145,0,2019/5/17,何如天性凉薄
蒙特爱立森大学课程注册和选择- 新生课程注册教程,//www.bilibili.com/video/BV1S4411J7Y7?from=search,63,0,2019/5/17,蒙特爱立森大学
大学课程(社科:中西方哲学思想)第三讲 古巴比伦人学思想,//www.bilibili.com/video/BV1B4411J7Ut?from=search,134,0,2019/5/16,何如天性凉薄
大学课程的最后一周//weekly vlog.3,//www.bilibili.com/video/BV1k4411J7Ur?from=search,141,3,2019/5/16,ZoeZhaomz_
【日本】伊贺忍者(2019年02月)-04：伊贺忍者大学课程,//www.bilibili.com/video/BV1v4411e7US?from=search,78,0,2019/5/7,广州武术_巭
葡萄牙语大学课程Cultura Brasileira巴西文化UNIVESP,//www.bilibili.com/video/BV1L441147ty?from=search,913,0,2019/5/3,Beth_idiomas
十大最奇怪的大学和大学课程,//www.bilibili.com/video/BV1V441187i9?from=search,40,0,2019/4/29,Variety_Totem
查看蒙特爱立森大学课程信息- MtA网路服务教程,//www.bilibili.com/video/BV1P441187RM?from=search,22,0,2019/4/29,蒙特爱立森大学
按时间寻找蒙特爱立森大学课程- MtA网路服务教程,//www.bilibili.com/video/BV1P441187U1?from=search,14,0,2019/4/29,蒙特爱立森大学
大学课程作业-自制小广告,//www.bilibili.com/video/BV12b411V71o?from=search,155,1,2019/4/21,树莓派_Fly
2020年上海外国语大学课程与教学论专业考研导学公益讲座,//www.bilibili.com/video/BV11b41157HS?from=search,494,0,2019/4/18,睿睿学姐教育学
大学课程001,//www.bilibili.com/video/BV11b411E7sf?from=search,20,0,2019/3/19,mar55aa
大学课程--西班牙番茄冷汤,//www.bilibili.com/video/BV1Xb411J72L?from=search,333,1,2019/3/16,一只奏凯
大学课程---蔬菜天妇罗,//www.bilibili.com/video/BV1fb411v7hz?from=search,754,1,2019/3/9,一只奏凯
【中文字幕】Holly Gabrielle | 我担心出考试结果吗 如何应对压力+焦虑 完成第二年的大学课程,//www.bilibili.com/video/BV1db411m7yq?from=search,1824,2,2019/2/12,Vlog日常
大学课程,//www.bilibili.com/video/BV1Et411s7T4?from=search,24,0,2019/1/8,巨贵的汉堡
【Re：从零开始的日本留学生活】日本的大学课程与N1,//www.bilibili.com/video/BV1it411z7Bi?from=search,516,1,2018/12/29,黑白双月
淘宝网店运营淘宝大学课程,//www.bilibili.com/video/BV1ut411e7KL?from=search,217,0,2018/12/16,毛_阿雨
秀逗的大学课程学习群,//www.bilibili.com/video/BV1St411v7hf?from=search,32,0,2018/12/14,余生做个大傻子
【糊蛋】VLOGMAS DAY3/大陆学生的台北生活/在学校的一天/晒衣服/写作业/吃饼干/30天vlog/牛油果鸡蛋吐司/麦当劳/台北的大学课程,//www.bilibili.com/video/BV13t411Q7NM?from=search,217,1,2018/12/4,lalalahuyan
【大学课程网www.0206.cc】新版标准日本语 初级下 视频教程 培训课程,//www.bilibili.com/video/BV1At411X7BF?from=search,651,0,2018/11/29,绝望中年人得支棱起来
大学课程作业,//www.bilibili.com/video/BV1Bt411y75t?from=search,51,0,2018/11/24,Muyi127
舅舅与母亲争夺少女抚养权，只因少女智商太高，七岁读完大学课程,//www.bilibili.com/video/BV1dt41127mz?from=search,75,0,2018/11/16,意宇爱吃辣
大学课程系列之大学精神与励志成才,//www.bilibili.com/video/BV1nW411y7Hv?from=search,192,0,2018/9/14,何如天性凉薄
舅舅与母亲争夺少女抚养权，只因少女智商太高，七岁读完大学课程,//www.bilibili.com/video/BV1NW411X7PR?from=search,607,0,2018/8/23,电影幕后喵
学淘宝做好生意从淘宝大学课程开始,//www.bilibili.com/video/BV1Xs411A74A?from=search,122,0,2018/7/28,gym00842
商业领袖和企业家  (斯坦福大学课程),//www.bilibili.com/video/BV1KW411N7Ra?from=search,1197,1,2018/6/1,新号传送门av26614756
《如梦方醒》大学课程作业【定格动画+逐帧动画】,//www.bilibili.com/video/BV1ep411d7ko?from=search,212,0,2018/5/18,啰呦哒
大学课程汇报展 片头,//www.bilibili.com/video/BV14p411Z76Z?from=search,128,0,2018/5/15,圆锥日的尼克接
[自制]智能家居demo(ZigBee的大学课程设计),//www.bilibili.com/video/BV19W411M7br?from=search,798,0,2018/3/28,meerkatx
凯程学员孙cx西安外国语大学课程与教学论考研经验谈,//www.bilibili.com/video/BV17W411Y73c?from=search,800,0,2017/12/4,考研大咖秀
《游戏是旦说之缺氧》大学课程作业（自制）,//www.bilibili.com/video/BV1ex411a7G9?from=search,62,0,2017/6/6,利特.戴沃
On Location- Tutor Iowa 人在爱城：爱荷华大学课程指导教师,//www.bilibili.com/video/BV1bx41127zG?from=search,62,0,2017/2/14,爱荷华大学招生办
大学课程作业之索尼PSV广告,//www.bilibili.com/video/BV16x411T7Ca?from=search,810,11,2014/6/23,古代机械肥惠
title,url,watchnum,dm,uptime,upname
【合集】追求的艺术-李越恋爱课堂,//www.bilibili.com/video/BV15X4y1L7v5?from=search,945,10,2021/2/24,求知若渴谦虚若愚
〖英语〗清华大学  英语课堂,//www.bilibili.com/video/BV1Qt411m7w6?from=search,49.3万,166,2018/11/10,syxvv
【电子】电工学 哈尔滨工业大学 姜三勇等主讲,//www.bilibili.com/video/BV1et411z7Nz?from=search,88.9万,2.6万,2018/12/29,脱发秘籍搬运工
20个公式学会幽默之道【完结】,//www.bilibili.com/video/BV1z7411i7vr?from=search,4.7万,356,2020/1/18,会计大咖秀
【数学专业课】高等代数学-复旦大学-谢启鸿-高清,//www.bilibili.com/video/BV1mJ411r7ZB?from=search,37.5万,7526,2019/12/14,不开花的黑玫瑰
学习干货| 你还在无效听课吗？一个视频让你的课堂效率upup！,//www.bilibili.com/video/BV1Uz4y1f7wi?from=search,2.7万,71,2020/9/3,可盐可甜雪糕在此
杀马特团长回归之作，二闹大学课堂。,//www.bilibili.com/video/BV1Z4411z7BT?from=search,24.0万,43,2019/8/25,Knight_99
【高能】国服最强蔡徐坤模仿惊现大学课堂！！,//www.bilibili.com/video/BV1Fb411L7td?from=search,126.4万,2679,2019/4/18,赤瑕宫神瑛侍者
【罗翔老师直播课堂】如何探寻大学生活的意义？,//www.bilibili.com/video/BV11K4y1Y7VK?from=search,106.8万,1.5万,2020/8/17,哔哩哔哩直播
【成都中医药大学】中药学,//www.bilibili.com/video/BV1qW41157Z8?from=search,12.1万,641,2018/4/22,AMEN奇奇
黑龙江大学 大学俄语一,//www.bilibili.com/video/BV1KJ411G7k5?from=search,27.0万,2089,2020/1/8,木卫五
这是英国大学课堂老师的正常语速，你们能听懂么,//www.bilibili.com/video/BV1b4411o7tU?from=search,62.4万,389,2019/8/19,美琴美琴美琴美琴
2021年3月专用课程 计算机二级Ms Office 2016版题库真题解析视频教程！标学教育三月计算机二级等级考试必备！,//www.bilibili.com/video/BV1eK4y1h7Jz?from=search,11.8万,481,2020/10/19,标学教育
统计学（贾俊平第七版）,//www.bilibili.com/video/BV1gy4y1i7E4?from=search,3.1万,160,2020/12/16,大橙子兔
【片片】社会大学教会你，生活远比想象残酷！《人间课堂》下,//www.bilibili.com/video/BV1tK4y1h762?from=search,202.0万,6725,2020/10/12,小片片说大片
【经典课堂】许子东文学课 共12节 【香港岭南大学】,//www.bilibili.com/video/BV1ZW411A7t6?from=search,18.4万,3544,2018/6/8,阿萌阿嚏_
【名师课堂】哲学导论（全集配字幕）--王德峰复旦教授,//www.bilibili.com/video/BV1uW411B7kX?from=search,26.6万,8987,2018/1/2,岸芷飔若
【未来教育】2021年考试必看！2016版计算机二级Ms Office上机题库视频解析全集，全网最新的计算机真题！,//www.bilibili.com/video/BV1Y741137fy?from=search,95.0万,2111,2020/2/13,未来教育企业官方账号
【公开课】南开大学：中华诗词 叶嘉莹（20讲）,//www.bilibili.com/video/BV1Vo4y1d7Pe?from=search,4937,4,2021/2/10,农夫CC
【北京师范大学】初等数论,//www.bilibili.com/video/BV1HE411W7Ba?from=search,4.8万,182,2020/3/5,酹秋秋秋秋秋
2019专升本管理学(1-37),//www.bilibili.com/video/BV1W441187bX?from=search,18.3万,7192,2019/4/24,o_O朕略萌O_o
【高能】国服最强蔡徐坤模仿惊现大学课堂！！,//www.bilibili.com/video/BV1Fb411L7td?from=search,126.4万,2679,2019/4/18,赤瑕宫神瑛侍者
《精神分析引论》导读 复旦大学公开课 （全46集）,//www.bilibili.com/video/BV1Jb411t7QQ?from=search,10.7万,2756,2019/3/26,人文学科名师讲坛
离散数学 东北大学（全69讲）,//www.bilibili.com/video/BV1d7411v7zu?from=search,14.7万,2833,2020/1/20,曳棍
带你们悄悄潜入剑桥大学课堂。。。看看世界顶尖de学霸聚在一起上课是什么样的 ft. 食堂早午餐｜彭酱,//www.bilibili.com/video/BV1qb411V7So?from=search,65.7万,2193,2019/4/21,彭酱酱LINYA
2021年3月专用课程 计算机二级Ms Office 2016版题库真题解析视频教程！标学教育三月计算机二级等级考试必备！,//www.bilibili.com/video/BV1eK4y1h7Jz?from=search,11.8万,481,2020/10/19,标学教育
【食品营养学】-范志红-中国农业大学-全32讲,//www.bilibili.com/video/BV1yt411i7by?from=search,16.0万,1912,2018/12/15,kkklebron
【合集】追求的艺术-李越恋爱课堂,//www.bilibili.com/video/BV15X4y1L7v5?from=search,945,10,2021/2/24,求知若渴谦虚若愚
【公开课】南开大学：中华诗词 叶嘉莹（20讲）,//www.bilibili.com/video/BV1Vo4y1d7Pe?from=search,4937,4,2021/2/10,农夫CC
【北京大学】行为经济学（15课全）,//www.bilibili.com/video/BV19J411i7ze?from=search,18.0万,2645,2019/12/8,WU_Eric
流体力学（清华大学）,//www.bilibili.com/video/BV1HE411n7Tn?from=search,9.5万,1424,2020/3/1,静水流深2020
【公开课】启功：中华书法（全4讲）,//www.bilibili.com/video/BV1FV411i7fV?from=search,9777,12,2021/2/11,农夫CC
【唯美国风动画】《春困》| 女孩在课堂上做了一个梦，她梦见了……,//www.bilibili.com/video/BV17b411y7gy?from=search,76.0万,6749,2019/1/30,中国传媒大学
中山大学 医学统计学,//www.bilibili.com/video/BV1V4411X7Jv?from=search,18.9万,4061,2019/8/10,DN酱酱酱
【北京师范大学】初等数论,//www.bilibili.com/video/BV1HE411W7Ba?from=search,4.8万,182,2020/3/5,酹秋秋秋秋秋
【未来教育】2021年考试必看！2016版计算机二级Ms Office上机题库视频解析全集，全网最新的计算机真题！,//www.bilibili.com/video/BV1Y741137fy?from=search,95.0万,2111,2020/2/13,未来教育企业官方账号
所以你记住物价这个词了嘛！,//www.bilibili.com/video/BV1f54y1Y7JY?from=search,2140,0,2021/2/25,大阪外語学院
【复旦大学】透过性别看世界 |婚姻|两性|沈奕斐,//www.bilibili.com/video/BV1Z741187of?from=search,4.8万,528,2020/2/8,冷冻葡萄
日本关西外国语大学的课堂实录~看看日本中文教授说的怎么样~,//www.bilibili.com/video/BV1xt4y1U7vg?from=search,15.2万,238,2020/4/9,吃遍北海道
中国人民大学张鸣教授讲演录,//www.bilibili.com/video/BV1oW411r7BX?from=search,15.2万,639,2018/9/16,文采飘逸
【公开课】加州大学洛杉矶分校：亲密关系（全17讲）,//www.bilibili.com/video/BV1xU4y147hJ?from=search,6.5万,79,2021/1/21,农夫CC
【浙江大学】基础·微观经济学（44课全）,//www.bilibili.com/video/BV1AE411p7Qb?from=search,14.7万,1435,2020/3/19,WU_Eric
【四川师范大学】写作学 | 如何写作 写作思维训练（本课程团队：1位教授 6位副教授）,//www.bilibili.com/video/BV1sJ41177oi?from=search,8.7万,544,2020/1/19,WU_Eric
所以你记住物价这个词了嘛！,//www.bilibili.com/video/BV1f54y1Y7JY?from=search,2140,0,2021/2/25,大阪外語学院
中山大学 医学统计学,//www.bilibili.com/video/BV1V4411X7Jv?from=search,18.9万,4061,2019/8/10,DN酱酱酱
【人文社科·中国哲学】北京大学 杨立华：有无之境——王阳明哲学的精神（北大云上课堂 2021.02.19）,//www.bilibili.com/video/BV1VV411q7iY?from=search,3391,19,2021/2/20,无骨凤尾鱼
数据结构与算法基础（青岛大学-王卓）,//www.bilibili.com/video/BV1nJ411V7bd?from=search,79.9万,3.3万,2020/1/10,87师兄
【公开课】温铁军：中国经济研究（8讲）,//www.bilibili.com/video/BV1kp4y1W7u8?from=search,10.6万,523,2021/1/27,农夫CC
这是英国大学课堂老师的正常语速，你们能听懂么,//www.bilibili.com/video/BV1b4411o7tU?from=search,62.4万,389,2019/8/19,美琴美琴美琴美琴
20个公式学会幽默之道【完结】,//www.bilibili.com/video/BV1z7411i7vr?from=search,4.7万,356,2020/1/18,会计大咖秀
西南交大 大学英语,//www.bilibili.com/video/BV1f4411x7Wy?from=search,9019,7,2019/5/3,希利亚歌洋流
【公开课】斯坦福大学：如何像心理学家一样思考（全6讲）,//www.bilibili.com/video/BV1FK411u7z6?from=search,6.3万,33,2021/1/11,农夫CC
【高能】国服最强蔡徐坤模仿惊现大学课堂！！,//www.bilibili.com/video/BV1Fb411L7td?from=search,126.4万,2679,2019/4/18,赤瑕宫神瑛侍者
蜂考【高斯课堂】 《数字电子技术基础》《数电》4小时速成/不挂科/附赠笔记/精品课程/适用于期末补考重修考试等,//www.bilibili.com/video/BV1VJ411j7gp?from=search,26.9万,692,2020/1/2,蜂考_高斯课堂
【石头超vlog】为了提高课堂出勤率，大学老师什么都得会啊！,//www.bilibili.com/video/BV1ZV411v7sQ?from=search,2.0万,42,2021/2/6,石头超
200篇论文中提炼的研究现状万能公式，30秒完美掌握！【值得收藏】,//www.bilibili.com/video/BV1dD4y1R7AR?from=search,6460,0,2020/9/30,Lin识卿
黑龙江大学 大学俄语一,//www.bilibili.com/video/BV1KJ411G7k5?from=search,27.0万,2089,2020/1/8,木卫五
北京大学-中国古代史-叶炜,//www.bilibili.com/video/BV1H4411v7LA?from=search,7.7万,286,2019/5/8,爱略略略的赤叉叉
蜂考【高斯课堂】《理论力学》4小时速成/不挂科/附赠笔记/精品课程/适用于大学期末补考重修考试,//www.bilibili.com/video/BV1JJ411i7pV?from=search,25.2万,270,2019/12/6,蜂考_高斯课堂
大学音乐表演系教师课堂上评价周深唱功！,//www.bilibili.com/video/BV1k64y1T7pz?from=search,9.1万,49,2020/4/16,追女明星的阿福
蜂考【高斯课堂】 《数字电子技术基础》《数电》4小时速成/不挂科/附赠笔记/精品课程/适用于期末补考重修考试等,//www.bilibili.com/video/BV1VJ411j7gp?from=search,26.9万,692,2020/1/2,蜂考_高斯课堂
程序设计入门—Java语言 浙江大学翁恺,//www.bilibili.com/video/BV1LW411C7gy?from=search,33.4万,6873,2018/9/10,雯兄哈苏一搜
【工程制图】2小时带你过工图/工程制图/机械制图/工程图学,//www.bilibili.com/video/BV18E4116781?from=search,24.1万,1669,2019/10/20,学解UP
英国剑桥大学教授英语口语语速有多快。。。什么叫真正的英语。。。看你们能听懂多少 | 课堂实录 ft.我接待老教授,//www.bilibili.com/video/BV1xJ411z7Gn?from=search,74.1万,1279,2019/12/1,彭酱酱LINYA
全国大学生同上一堂疫情防控思政大课（全场）,//www.bilibili.com/video/BV1uE411T73D?from=search,9.4万,114,2020/3/10,在灿烂的阳光下丶
在英国剑桥大学课堂上戴口罩，同学教授纷纷投来诧异的眼光。。。为什么英国人就是非不戴口罩？就这么要面子么？,//www.bilibili.com/video/BV1m7411f7KZ?from=search,45.2万,3033,2020/3/16,彭酱酱LINYA
清华大学 经济学原理（曼昆）,//www.bilibili.com/video/BV1ib411N7cr?from=search,58.0万,8886,2018/10/28,天降伟人啊
【罗翔老师直播课堂】希望大家能够拥有爱与被爱的能力,//www.bilibili.com/video/BV1dA41177QD?from=search,56.2万,1.2万,2020/10/13,哔哩哔哩直播
无碳小车培训教程,//www.bilibili.com/video/BV1jZ4y1L7P2?from=search,1.4万,68,2020/10/10,一点创绘工作室
徐军泰office办公职场必学21节Excel函数公式大全精讲视频教程数据处理分析财务会计,//www.bilibili.com/video/BV1N4411d7gD?from=search,22.1万,1981,2019/8/20,Excel表格学院
工程师应该掌握的20个电路——电子技术,//www.bilibili.com/video/BV1T4411G7Kj?from=search,19.4万,1235,2019/6/17,愚甘杂货铺
【物理化学】南京大学傅献彩版,//www.bilibili.com/video/BV19E411j7hy?from=search,9.6万,689,2020/3/3,蓦北北QAQ
【单片机】普中单片机视频教程完整版,//www.bilibili.com/video/BV1fW41177zw?from=search,13.5万,2538,2018/2/11,陆仁贾LCS
数值分析——东北大学,//www.bilibili.com/video/BV1iJ411473n?from=search,7.7万,1116,2019/12/22,酷爱暗属性
【科研经验】学术PPT之演示技巧，浙大毕业博谈,//www.bilibili.com/video/BV1Np4y167Xy?from=search,3.1万,20,2020/12/13,罗夕夕博士
大学音乐表演系教师课堂上评价周深唱功！,//www.bilibili.com/video/BV1k64y1T7pz?from=search,9.1万,49,2020/4/16,追女明星的阿福
【别 人 家 的 大 学】,//www.bilibili.com/video/BV1bA411772p?from=search,19.2万,408,2020/9/30,国防时报TV
北大丨戴锦华讲《影片赏析》 全 高清,//www.bilibili.com/video/BV1UE411M7Mc?from=search,3.1万,108,2020/3/8,将仓
网课忘关麦，被父母公开处刑,//www.bilibili.com/video/BV1E7411j7q5?from=search,56.0万,597,2020/2/19,ccjjxx99
《无机化学》- 全106讲（第一部分前60讲）- 武汉理工大学郭丽萍,//www.bilibili.com/video/BV1eJ411H7en?from=search,4.1万,70,2020/1/10,生化环材公开课
中央财经大学 投资学   推荐教材：博迪投资学,//www.bilibili.com/video/BV1qs411H7Ec?from=search,14.5万,406,2018/7/13,凉凉涼
【罗翔说刑法】《有意义的大学生活》2020.10.11 直播、回放、录播、录屏 罗翔老师直播课堂，敬请期待下次开播！,//www.bilibili.com/video/BV18D4y1d73D?from=search,1.9万,277,2020/10/11,小陈说我是欧皇
【21考研更新】考生信息填写+考研报名全流程指导详解+避坑指南,//www.bilibili.com/video/BV1gJ411M7Dg?from=search,12.7万,76,2019/9/23,中公考研网校
美国西蒙斯大学现代语言与文学教授：课堂上为学生演示用毛笔写中国书法“瘦金体,//www.bilibili.com/video/BV1pD4y1R7sg?from=search,47.9万,1597,2020/11/19,如果燃烧
【公开课】加州大学洛杉矶分校：亲密关系（全17讲）,//www.bilibili.com/video/BV1xU4y147hJ?from=search,6.5万,79,2021/1/21,农夫CC
大学计算机基础 华南理工大学精品课程,//www.bilibili.com/video/BV155411W7KW?from=search,6.3万,360,2020/6/2,湖北民族大学李建老师
【吉林大学】“送给亲爱的TA”在高数课堂播放之后 短。见谅,//www.bilibili.com/video/BV11J411T7Rk?from=search,31.2万,17,2019/9/27,呦吼呦吼lyb
港城大学生记录永生难忘的一节宪法课：有人纵火“救港”，我们读书报国！,//www.bilibili.com/video/BV1dJ411S7oN?from=search,42.8万,14,2019/11/14,中国日报
电力电子技术 石油大学,//www.bilibili.com/video/BV1gb411U7DK?from=search,6.3万,1027,2019/2/13,馒头馅做的包子
【西南政法大学】民法学 (完整版),//www.bilibili.com/video/BV1WK411L7oB?from=search,3.9万,42,2020/4/15,WU_Eric
【公开课】海伦·费雪：爱情心理学（5讲）,//www.bilibili.com/video/BV1Sz4y1U7ue?from=search,1.2万,5,2021/2/12,农夫CC
同济大学 结构力学 上下 朱慈勉 （全155讲）,//www.bilibili.com/video/BV1KJ41197wj?from=search,6.0万,522,2019/11/28,拟像化的伊里奇
【公开课】温铁军：中国经济研究（8讲）,//www.bilibili.com/video/BV1kp4y1W7u8?from=search,10.6万,523,2021/1/27,农夫CC
考研最后阶段，比的就是你有没有我这样的心态！,//www.bilibili.com/video/BV1Sz4y1k76a?from=search,5.7万,174,2020/12/10,邱博士学堂
西南交大 大学英语,//www.bilibili.com/video/BV1f4411x7Wy?from=search,9019,7,2019/5/3,希利亚歌洋流
【英语语法与写作】 暨南大学 精品课,//www.bilibili.com/video/BV1o4411K78V?from=search,7014,8,2019/6/7,沉默的小多数
中国政法大学学姐的历史高分技巧,//www.bilibili.com/video/BV1tZ4y157Gh?from=search,1.4万,122,2020/10/2,历史老师定哥
【宏观】西方经济学下—宏观经济的基本指标与衡量 课堂讲义PPT,//www.bilibili.com/video/BV1Pb411K7g6?from=search,4.5万,1,2019/4/12,账号注销6159566
【名师课堂】《经济学思想与方法》-上海财经大学田国强教授,//www.bilibili.com/video/BV1yK4y1n7rD?from=search,2385,0,2021/2/18,经管之家
[本科] 信号与系统 (奥本海姆 第二版) - 傅予力教授 (华南理工大学) (全48节),//www.bilibili.com/video/BV18W411C757?from=search,17.4万,2900,2018/9/12,Wade_Wu
数字电路基础  60讲 电子科技大学,//www.bilibili.com/video/BV1d4411c7ka?from=search,8.7万,1680,2019/7/6,Diorle
【公开课】斯坦福大学：如何像心理学家一样思考（全6讲）,//www.bilibili.com/video/BV1FK411u7z6?from=search,6.3万,33,2021/1/11,农夫CC
武汉大学淑仪学姐的历史高分技巧,//www.bilibili.com/video/BV1Ht4y1v7nL?from=search,1.1万,18,2020/10/5,历史老师定哥
【公开课】复旦大学：资本论 王德峰（全28讲）,//www.bilibili.com/video/BV1Vp4y1x7F9?from=search,109.9万,4299,2021/1/19,农夫CC
形而上学与虚无主义――海德格尔对尼采的解读 中国人民大学张志伟老师讲座 （全4集）,//www.bilibili.com/video/BV1hb411x7td?from=search,9.4万,607,2019/3/28,人文学科名师讲坛
浙江大学2020公开课【现代控制理论】,//www.bilibili.com/video/BV1T7411n7en?from=search,5.8万,795,2020/2/16,码出未来
上古大神系列—清华控工课堂~遇见~大神ShowTime,//www.bilibili.com/video/BV1si4y1c7Ea?from=search,5.4万,7,2021/1/14,Georgeyyyy
【公开课】斯坦福大学：经济学（全10讲）,//www.bilibili.com/video/BV1ey4y1v7wh?from=search,1.4万,6,2021/1/13,农夫CC
【微观】西方经济学—供求理论课堂讲义PPT,//www.bilibili.com/video/BV1Db411T7dS?from=search,7.7万,19,2019/4/9,账号注销6159566
【杂化轨道理论】详细讲解，难过老师讲课听不懂系列o(╥﹏╥)o,//www.bilibili.com/video/BV1w441147kG?from=search,18.5万,1640,2019/5/3,桃濑成海y
肖四大题3分钟背过，掌握框架想忘都难,//www.bilibili.com/video/BV1Pf4y1i7dN?from=search,6.5万,105,2020/12/11,巴黎光
【石头超vlog】为了提高课堂出勤率，大学老师什么都得会啊！,//www.bilibili.com/video/BV1ZV411v7sQ?from=search,2.0万,42,2021/2/6,石头超
家里养了鸡的同学网课忘记关麦hahahahahaha,//www.bilibili.com/video/BV1X7411f7g7?from=search,38.5万,49,2020/3/17,我永远喜欢小鹿o
【公开课】微软：Python入门 苏珊/克里斯托弗（全64讲）,//www.bilibili.com/video/BV12f4y1676F?from=search,2.4万,2,2021/2/5,农夫CC
数值分析 北京交通大学 128讲,//www.bilibili.com/video/BV1Kx41187j6?from=search,11.0万,538,2017/8/26,鹅先知
【哈尔滨工业大学】单片机原理(建议收藏),//www.bilibili.com/video/BV1KN411o7gV?from=search,5.8万,17,2021/1/28,是知识呀
2021考研如何规避突发情况 非常有用,//www.bilibili.com/video/BV1L54y1x7oH?from=search,3.0万,281,2020/12/25,巴黎光
【公开课】北京大学：艺术史 朱青生（全12讲）,//www.bilibili.com/video/BV1dA411M7CD?from=search,602,2,2021/2/25,农夫CC
【公开课】中央财经大学：金融学 李健（全73讲）,//www.bilibili.com/video/BV1wV411t7td?from=search,1.7万,7,2021/1/8,农夫CC
【公开课】MRU：宏观经济学 泰勒科恩（74讲）,//www.bilibili.com/video/BV1yX4y1K7WX?from=search,7774,4,2021/1/28,农夫CC
【公开课】北京大学：中国哲学史 杨立华（全21讲）,//www.bilibili.com/video/BV1Qy4y117kM?from=search,3.0万,30,2021/2/3,农夫CC
【微观】西方经济学—供求理论课堂讲义PPT,//www.bilibili.com/video/BV1Db411T7dS?from=search,7.7万,19,2019/4/9,账号注销6159566
微机原理与接口技术——吴宁,//www.bilibili.com/video/BV14s411G7L7?from=search,63.1万,1.5万,2018/7/1,うちはあんたの神様や
【工程制图】2小时带你过工图/工程制图/机械制图/工程图学,//www.bilibili.com/video/BV18E4116781?from=search,24.1万,1669,2019/10/20,学解UP
数字电路基础  60讲 电子科技大学,//www.bilibili.com/video/BV1d4411c7ka?from=search,8.7万,1680,2019/7/6,Diorle
【吉林大学】“送给亲爱的TA”在高数课堂播放之后 短。见谅,//www.bilibili.com/video/BV11J411T7Rk?from=search,31.2万,17,2019/9/27,呦吼呦吼lyb
肖-1毛中特大3分钟背过2021考研政治,//www.bilibili.com/video/BV1YX4y1u7Ko?from=search,8.3万,294,2020/12/14,巴黎光
美国西蒙斯大学现代语言与文学教授：课堂上为学生演示用毛笔写中国书法“瘦金体,//www.bilibili.com/video/BV1pD4y1R7sg?from=search,47.9万,1597,2020/11/19,如果燃烧
英国剑桥大学教授英语口语语速有多快。。。什么叫真正的英语。。。看你们能听懂多少 | 课堂实录 ft.我接待老教授,//www.bilibili.com/video/BV1xJ411z7Gn?from=search,74.1万,1279,2019/12/1,彭酱酱LINYA
武汉大学淑仪学姐的历史高分技巧,//www.bilibili.com/video/BV1Ht4y1v7nL?from=search,1.1万,18,2020/10/5,历史老师定哥
【公开课】北京大学：中国经济 林毅夫（全12讲）,//www.bilibili.com/video/BV1hK4y157dt?from=search,23.5万,561,2021/1/14,农夫CC
[本科] 信号与系统 (奥本海姆 第二版) - 傅予力教授 (华南理工大学) (全48节),//www.bilibili.com/video/BV18W411C757?from=search,17.4万,2900,2018/9/12,Wade_Wu
19【降维打击】大学方法解2020年清华大学强基试题----【教你怎样用牛刀杀鸡】,//www.bilibili.com/video/BV1ff4y1q7pR?from=search,1.2万,4,2020/10/4,xuzhijun1998
【公开课】中央财经大学：金融学 李健（全73讲）,//www.bilibili.com/video/BV1wV411t7td?from=search,1.7万,7,2021/1/8,农夫CC
中南大学 韩旭里 数值分析教程【完整版】【另附PPT和全126讲视频下载链接】,//www.bilibili.com/video/BV1XE411x7Tr?from=search,3.9万,343,2020/3/3,MagicStation实验室
科研伦理与学术规范网课答案         咕嘿嘿,//www.bilibili.com/video/BV1BE411N7eb?from=search,2.8万,80,2020/3/11,丿折灬纸
【公开课】哈佛大学：计算机科学CS50（全29讲）,//www.bilibili.com/video/BV1qa411F7rA?from=search,2.8万,42,2020/12/17,农夫CC
家里养了鸡的同学网课忘记关麦hahahahahaha,//www.bilibili.com/video/BV1X7411f7g7?from=search,38.5万,49,2020/3/17,我永远喜欢小鹿o
【公开课】耶鲁大学：金融市场 罗伯特希勒（全26讲）,//www.bilibili.com/video/BV1BV411t7jC?from=search,4.0万,51,2021/1/23,农夫CC
疫情当下，2020届211应届毕业生竟然沦落到工厂流水线操作工？读了四年的书白读了，2020毕业季真的这么难吗？,//www.bilibili.com/video/BV1j5411j7uu?from=search,1.9万,11,2020/10/5,211搬砖小路哥
【电子科技大学】《大学物理Ⅱ》—通识性必修课程,//www.bilibili.com/video/BV1sT4y157ev?from=search,3.4万,66,2020/4/1,电子科技大学
中南大学 韩旭里 数值分析教程【完整版】【另附PPT和全126讲视频下载链接】,//www.bilibili.com/video/BV1XE411x7Tr?from=search,3.9万,343,2020/3/3,MagicStation实验室
